relevance,articleid,date,headline,text
no,wapo_142272657,4/21/64,"List Sags Despite Rail, Blue Chip Strength: Texas Gulf Still on Rise","NEW YORK, April 20 (AP)â€”The stock market sagged irregularly today despite strength in rails and selected blue chips. Trading was active.</br></br>it was another big day for Texas Gulf Sulphur as enthusiasm continued over its mineral find near Timmins, Ontario. The Toronto stock market had another wild session based on buying of stocks with properties nearby.</br></br>The rails seemed to take heart from a White House statement that Federal mediators have reported some definite gains in negotiations aimed at averting a Nationwide railroad strike threatened for this weekend.</br></br>The Associated Press average of 60 stocks dipped .3 to 306.4 with industrials off 1.1, rails up .2 to a record peak and utilities up .3 to a high for the year.</br></br>ing for nearly an hour and then sold on initial blocks of 75,000 and 10,000 shares. It repeated its role as most active stock, rising 2 to 42% on 378,500 shares."
no,wapo_307220649,4/19/90,The Bouncing Czech,"The Czechoslovak Embassy in Washington, in a beautiful setting in Rock Creek Park, is nonetheless a forbidding, unfriendly building. The iron bars enclosing it are a vestige of the Cold War days before Czech patriots retook their country.</br></br>But inside, superimposed on a still-creaking Eastern European bureaucracy, there is a new perpetual motion machine-Rita Klimova, the 58-year-old American-educated ambassador whose rise to the top couldn't have been better scripted by Hollywood.</br></br>Klimova, an economist, was a dissident keeping one step ahead of the Czech dictators before Vaclav Havel assumed the presidency on Dec. 29, and he sent her to Washington to help in the process of ""returning Czechoslovakia to Europe.""</br></br>In a sense, Klimova has come home. She arrived here with her parents in 1938 after they escaped from Hitler, but returned with them to Prague as a teenager in 1946. She ditched her commitment to communist doctrine sometime in the early 1960s and became enamored of Western free-market economic theory. ""I'm a great believer in the invisible hand of the market,"" Klimova told me.</br></br>The ex-Girl Scout from Manhattan's upper West Side, a bit breathless after a dawn-to-dusk round of appointments and interviews, is disarmingly candid. ""The Czech economy,"" she says flatly, ""is not functioning now, and people know that things have to get worse before they get better. The environment is a complete and total disaster. And I think we are the only country in Europe where life expectancy has gone down in the past 10 years."""
no,wapo_146385918,10-09-1975,Dow Average Tacks on 7.40,"NEW YORK, Uct. 8 (AP)â€” Hopes for lower interest rates and indications that some federal officials may be leaning toward helping New York City took stock prices broadly higher today.</br></br>Leading the dayâ€™s advance were higher priced glamors and blue chips. Airlines, oils and retail chains also showed strong gains.</br></br>Brokers said optimism has been building on Wall Street that the Federal Reserve ha^ decided io ease up on the nationâ€™s money supply, meaning that interest rates may fall; '</br></br>And among numerous new developments affecting the New York City situation, Fed Chairman Arthur Burns discussed with Congress possible legislation that might help the city avoid default.</br></br>Glamor issues led the rest of the market today, with IBM ahead 4 to 205 >4, Digital Equipment 5 % to 130 %, Johnson & Johnson 2 % to 84 %, and Texas Instruments 2%"
yes,wapo_148090681,08-04-1971,"Steel Not Healthy, Despite Settlement","The steel industry has been hit by massive layoffs and plant closings across the country that bode ill for the nationâ€™s economic recovery.</br></br>Pai't of the distress stems from general shutdowns in anticipation of the strike that was averted Sunday night when the nine largest producers granted the United Steelworkers of America a 30 per cent pay increase over three years.</br></br>But even after most of these plants get back into operation as many as one third of the industryâ€™s roughly half million payroll employees may remain on furlough, according to one industry source. And some of the plants will stay closed indefinitely, he said.</br></br>Another steel executive estimated that the industryâ€™s order books are only 45 per cent of normal for this time of year. This figure drops to 25 per cent for one of the nationâ€™s biggest steelmaking facilities.</br></br>At Behlehemâ€™s sprawling Sparrow Point plant in Balti-' moreâ€”second largest in the worldâ€”only a third of the normal work force is on the job. And most of these are maintenance and service personnel."
yes,wapo_1030911035,9/27/96,Household Income Climbs: Census Bureau Also Reports Poverty Rate Drop,"Household income rose for the first time in six years while the proportion of Americans living below the poverty line fell last year, the Census Bureau reported yesterday. Among African Americans and the elderly, poverty rates were the lowest on record.</br></br>2.7	percent last year to $34,076, after being adjusted for inflation. Over the same period, the poverty rate declined from 14.5 percent to 13.8 percent and the number of poor fell by 1.6 million, the largest decrease in 27 years.</br></br>â€œThe news is remarkably good,â€ù said President Clinton, who quickly, claimed the numbers as proof of the nation's economic health. .. It is clear that we are moving on the right track.""</br></br>Although the U.S. economy emerged from recession more than four years ago, the benefits from the economic recovery had largely eluded not only the poor but even the average familyâ€”with most of the gains concentrated in the upper income brackets.	,	.</br></br>But in 1995, the benefits of economic growth were spread widely.-through the economyâ€”in nearly all See INCOME, A22,CoLl"
no,wapo_140932553,2/21/93,Clinton Plan Gains Greenspan Praise: Panetta Indicates Bargaining Possible,"-----------------------;---------------------------------------------------------------------------------------------immr</br></br>Ab traveling master of ceremonies and salcB manager for his economic package, President Clinton holds the floor in a school "
no,wapo_410319620,08-06-2009,"For the Fortunate, Consider What You Can Afford Before Filing for Unemployment","During a recent online discussion, an interesting debate developed over a chat participant's comment about not taking unemployment benefits.</br></br>The participant wrote: ""Last year my husband got laid off and was out of work for four months. We had an emergency fund and made it through without taking unemployment, and without going into debt, not even one cent!"" ""It's okay to take unemployment: It's more than just okay. If one is unemployed and eligible for unemployment insurance, it's downright financially reckless not to take it. Unless one has money to burn, of course.""</br></br>""What's great about not taking unemployment when you lose your job? That's what you've been paying into it for: It's an insurance program, not welfare. You're smart not to spend it if you don't have to, but why deplete your savings rather than take it?"" It was clear from the responses I received that many people don't understand how unemployment insurance works and who pays for it.</br></br>I applauded the couple for relying on their own resources: It's why you establish an emergency fund. However, if you need unemployment compensation, by all means take it. But also recognize this isn't ""free money.""</br></br>The money for the weekly checks paid out to the millions of people out of work through no fault of their own is raised through state and federal unemployment insurance taxes on employers. With the exception of a few states -- New Jersey, Pennsylvania and Alaska -- workers do not contribute directly to the program. According to the Government Accountability Office, which has looked at the funding of unemployment insurance, the program was established in 1935 for two primary reasons: to give workers temporary financial help during unemployment; and to help stabilize the nation's economy in economic downturns by maintaining workers' purchasing power."
yes,wapo_147572977,03-03-1982,Va. Unemployment Hits 7.8 Pet.,"RICHMOND, March 2â€”Fierce winter weather and the full impact of the national recession delivered a one-two punch to Virginia in January, sending the stateâ€™s unemployment rate to a post-World War II high of 7.8 percent.</br></br>But for those who are out of work, there was an encouraging word; Gov. Charles Robb announced today that the state will reopen 18 branch offices and restore placement services at 12 other locations.</br></br>The jobless rate was the highest since it hit 7' j percent in March 1975, and 1.7 percent higher than January 1980. Things were worse in some of the stateâ€™s metropolitan areas, where layoffs were concent rated.</br></br>8.4	percent in January. Roanokeâ€™s rate was 7.1 percent in December, and rose to 7.7 percent in January.</br></br>Northern Virginia continued to have the lowest unemployment rate of the stateâ€™s metropolitan areas: 4 1 j percent. But even in that populous area, home for many federal employes who work in D.C., the rate was up from 3.9 percent in December."
no,wapo_147281338,10-08-1981,"THE WASHINGTON POST, WEDNESDAY, OCTOBER 7,	1981  ","The scone was Anwar Sadatâ€™s palatial retreat, 20 minutes outside of Cairo. The garden gate was guarded by a lone soldier. There was no one else in sight -other than a lanky figure in a dark blue suit, stretched out on a lawn chair some 50 yards away, reading a hook and sipping iced tea.</br></br>*	Apart from the brief appearance of a photographer, that was the extent of the ceremony. My first and lasting impression of the president of Egypt, then, was that he was an'Unpretentious man; my second (equally on- ; during) impression, from what he . had to say in a taped interview lasting more than an hour, was that here was a man with a vision that went far beyond the politicianâ€™s obligatory protestations of a desire for peace.</br></br>That was in February 1975, when llenry Kissinger was in mid-shuttle, a reconvening of the Genova conference on Middle Fast peace was the commonly accepted goal, and the celebrated visit to Jerusalem was lie-</br></br>Everything that followed, of course, lias confirmed that first impression. making it all the more . tragically ironic that Anwar Sadat . should have died in the pomp and circumstance of a military parade.</br></br>This is not to lay claim to some special insight; the glimpses of what . was to come, at Sadatâ€™s hands, in the shaping and forming of a â€œpeace pro-! cessâ€ù culminating at Camp David, was in his message six years ago."
no,wapo_408580923,02-09-2000,DIGEST,"Cisco Systems, which makes Internet equipment, said fiscal second- quarter net income rose to $825 million from $282 million as revenue rose 53 percent. Excluding acquisition expenses, its profit was $906 million, or 25 cents, a penny better than analysts expected, compared with $609 million, or 17 cents. The company also set a 2-for-1 stock split, payable in March.</br></br>Bank of New York agreed to provide information about its customers to Federal Reserve regulators in the wake of an examination into fund transfers from Russia. The bank agreed to report quarterly to the New York Fed Bank and state regulators about transactions of customers it has identified as potential money-launderers. The bank said it would devise a plan within 45 days to identify those customers involved in ""known or suspected criminal activity against"" the bank.</br></br>Nokia Oyj extended its lead as the world's biggest maker of cellular phones, boosting global market share to 26.9 percent last year from 22.5 percent, according to Gartner Group's Dataquest unit. Motorola and Ericsson held on to the No. 2 and No. 3 spots, respectively, but Motorola's share slipped to 16.9 percent from 19.5 percent, while Ericsson's share dropped to 10.5 percent from 15.1 percent. Europe had the biggest percentage of mobile phone sales, and Asia-Pacific beat the United States for the No. 2 spot. Sales in Latin America doubled.</br></br>Five large hedge funds released a report offering recommendations on risk management and business practices for the industry, in response to Long-Term Capital Management's near-collapse in 1998 after it lost $4 billion. The report was prepared by Soros Fund Management, Caxton, Kingdon Capital Management, Moore Capital Management and Tudor Investment, each of which manage more than $3 billion.</br></br>Raytheon, the third-largest U.S. defense company, plans to sell $500 million of its businesses this year as it trims debt and focuses on more profitable units, the company told analysts and investors at a conference in New York."
no,wapo_408459029,03-11-1999,DIGEST,"DuPont, the biggest U.S. chemical company, said it expects to announce a pharmaceutical alliance this year and plans to issue stock to track the performance of its life-sciences businesses. DuPont, still a relatively small player in drugs, said it's in discussions with unspecified companies to help bulk up its pharmaceuticals business and help the company reach ""critical mass"" in the industry. The creation of two classes of common shares will allow investors to separate DuPont's life sciences, which are considered to be growing faster than its traditional chemical business.</br></br>Journalists should shun the role of ""Chicken Little"" in reporting year 2000 computer problems and avoid undermining Americans' confidence in the banking system, a senior regulator said. ""If glitches occur or problems loom, report fully on them, of course, but make sure to place the problem in an appropriate context,"" Federal Reserve Board member Edward W. Kelley Jr. said during a panel discussion at the Freedom Forum Media Studies Center. ""Balance and perspective are key."" Kelley said the Federal Reserve was conducting ""extensive advance planning"" to ensure that banks and savings institutions have cash on hand to meet any surge in demand late in the year from Americans nervous about losing access to their money if computers misread the year ""00.""</br></br>The Senate Commerce Committee approved a bill that would restore network TV signals to about 750,000 satellite-dish customers who lost the signals two weeks ago because of a court order. The measure, introduced by Sen. John McCain (R-Ariz.), would place a moratorium on cuts until the end of the year, aiding more than 2 million dish owners who have lost signals or are scheduled to lose them. The broadcast industry opposes the bill.</br></br>General Motors agreed to buy more than $1 billion in recycled aluminum over 13 years from Imco Recycling, to lock in supplies for lighter cars that meet new pollution standards. Imco, based in Irving, Tex., the world's largest recycler of aluminum and zinc, will build a $22 million plant in Zilwaukee, Mich., as part of the deal. As automakers strive to use more aluminum in place of steel, still the dominant metal in the industry, they are seeking supply and price guarantees.</br></br>The Today Sponge, the most popular over-the-counter contraceptive for women before it was pulled off the market in 1995, is headed back to U.S. drugstores. A newly founded New Jersey company, Allendale Pharmaceuticals, said it has bought the sponge from its previous manufacturer and hopes to begin selling it again by fall. The Food and Drug Administration said there was never any problem with the product's safety. Instead, then-manufacturer Whitehall- Robins Healthcare decided it would cost too much to upgrade the old manufacturing plant where it made the sponge to meet stringent government safety rules."
no,wapo_307405735,07-11-1991,Bush Backs Fed Chief For a Second Term; President Denies a Delay on Reappointment,"President Bush, brushing aside past differences over the right level for interest rates, said yesterday he will appoint Federal Reserve Chairman Alan Greenspan to a second four-year term and praised him for having done ""an outstanding job.""</br></br>The announcement came a month before Greenspan's term is scheduled to end and gives little time for the Senate to confirm him before a lengthy recess begins Aug. 5. With those dates in mind, many financial analysts had speculated Bush delayed renaming Greenspan to keep pressure on the Fed to again lower interest rates to boost the economy.</br></br>One issue that might have contributed to the delay, an analyst said, was how to go about announcing the decision without embracing the Fed's anti-inflation policies. The policies helped slow growth well before the Iraqi invasion of Kuwait last summer knocked the economy into recession.</br></br>Bush denied there had been any real delay, but even the circumstances of the announcement suggested otherwise: It came at a hurriedly called 6 p.m. White House press conference after the president earlier in the day had declined to say when he would make a decision on Greenspan.</br></br>""To the degree markets have been jittery in anticipation {of the decision}, which I don't think has been the case, it certainly should be a reassuring signal to not only domestic markets but to world markets,"" Bush said."
no,wapo_140365896,3/24/91,"Are Some Banks Really Too Big To Fail?: Regulators' Answer: Maybe Yes, Maybe No","On July 4,1982, leading bank regulators met at the Federal Reserve to decide whether the failure of a little-known bank in an Oklahoma shopping mall would break the U.S. financial system.</br></br>Paul Volcker, then Federal Reserve chairman, feared that it could because the largest deposits in the bankâ€”those over $100,000â€” were not fully covered by federal deposit insurance. Fearing that losses and panic could spread to other banks, Volcker favored a federal rescue plan. He said that to do otherwise risked disrupting commercial transactions, causing Depression-style lines at banks and undermining faith in the financial system.</br></br>William M. Isaac, then chairman of the Federal Deposit Insurance Corp., wanted to let the bank fail, to show that the sort of abuses that ruined the Oklahoma bank would not be patched up by federal assistance. Bailing it out ""would be sending the signal that anything goes,""</br></br>In the end, the bank, Penn Square, was shut down, only its insured depositors were fully paid off and the banking system survived without a crisis.</br></br>Nearly a decade later, however, the principle at stake that Independence Day has not been resolved: Are some banks ""too big to failâ€ù without threatening the stability of the entire U.S. banking system?"
no,wapo_147241029,07-10-1980,Decline in Mortgage Rate Levels Off: Three-Month Decline in Rates For Area Mortgages Levels Off,"The three-month slide in home mortgage interest rates has ended at a little less than 12 percent and now some rates are bouncing back up a bit, the latest reports on what it costs to borrow money for a house revealed yesterday.</br></br>The end of the steady decline showed up clearly in the weekly mortgage auction of the Federal Home Loan Mortgage Corp. where the average rate increased a fraction for the second week in a row. From 11.59 percent on June 25, the Mortgage Corporationâ€™s average price climbed to 11.67 percent last week and went up again to 11.89 percent yesterday.</br></br>â€œIf someoneâ€™s thinking of buying a house, itâ€™s hardly worth waiting for' rates to go lower,â€ù said Philip Brinker-hoff, president of FHLMC, which provides mortgage money to lenders.</br></br>The effect of the turn-around is expected to be reflected in surveys of the mortgage costs in the Washington area that will be out this weekend.</br></br>â€œI have the feeling that maybe we have bottomed out,â€ù Robert Smith, president of Maryland Federal Savings and Loan commented yesterday. â€œWeâ€™re at the point where consumers can expect the rate of interest to be about 12 percent for the next couple of months.â€ù"
no,wapo_306889529,04-09-1987,Stock Market Closes Mixed; Dow Average Up 11.22 Points,"Prices closed mixed on Wall Street today, bolstered by a stronger dollar and a recovery in Treasury bond prices, but buffeted by program trading and profit taking.</br></br>Big Board volume totaled 179.84 million shares, compared with 186.41 million in the previous session.</br></br>The Dow Jones average changed direction several times during the session while the margin of gainers to losers remained narrow.</br></br>""It's a battle of bargain hunters versus profit takers. The bargain hunters won in blue chips, and profit takers won elsewhere,"" said Michael Metz, a stock market analyst with Oppenheimer & Co.</br></br>They said the market took strength during the session from the stronger dollar and improvement in bond prices. On Tuesday, when the Dow Jones average tumbled more than 44 points, the decline was attributed to a weaker dollar and lower bonds."
no,wapo_307673757,06-08-1993,Learning to Spot the Signs of Bias; Borrowers Can Fight Banks' Hidden Prejudices if They Know What to Look For Series: SEPARATE AND UNEQUAL Series Number: 3/3,"Discrimination can creep into the lending process when it's least expected, but borrowers can guard against it by knowing what to look for.</br></br>Even before filling out that first application, potential loan applicants can become victims of discriminatory practices through a technique known as ""pre-screening."" Anything a bank says that stops a borrower from filling out an application could be an attempt to pre- screen, or weed out people it doesn't want to lend to.</br></br>For example, the bank could say it doesn't make loans on the type of house you want to buy, or it doesn't have a loan product that fits your needs, or simply suggest you would have better luck applying somewhere else.</br></br>Borrowers should ask for complete explanations of business practices they believe are suspicious before moving on to the next lender.</br></br>Techniques that serve to weed out unwanted borrowers don't end with pre-screening. Dozens of borrowers and real estate agents tell of lenders who offered white applicants assistance with the complicated paperwork and left black couples to figure out questions for themselves. Without guidance, it's more difficult to know how to answer employment or credit questions in ways that will satisfy lenders."
no,wapo_409515862,03-01-2003,Free for All,"Roxanne Roberts's paean to Kuwait's envoys [""Diplomatic Duo,"" Style, Feb. 26] breathlessly acclaims Rima Sabah's tall, blond, stilettoed looks and her husband's dapper cosmopolitanism as the new face of the Middle East. Meanwhile, the ambassador's family, which rules Kuwait, has failed to give women the right to vote, as your front page reminds us [""Democracy in Kuwait Is Promise Unfulfilled,"" Feb. 27].</br></br>Apparently, the best Arabs are those who fit into Washington's cocktail circuit. A prelude to the White House's plans for Baghdad?</br></br>A Feb. 23 graphic on Page A23 sets out to educate the rest of us on ""Why Flat Roofs Overload,"" providing instead a snow job of its own.</br></br>The text of the graphic states that snow weighs 60 pounds per cubic foot, which is approximately correct, adding that snow weighs ""much more"" if it's ""soaking up"" rain. As Winston Churchill would have put it, that adjunct constitutes a ""terminological inexactitude,"" as well as a ""gross misrepresentation of the facts.""</br></br>Anyone who dabbled in high school physics knows that water weighs 62.4 pounds per cubic foot. That is roughly what snow weighs when it has melted to occupy a cubic foot of space, and thus is the limit of what a mix of snow and water occupying one cubic foot must weigh. A given volume of snow mixed with water cannot weigh more than the same volume of water, especially as water expands when it freezes."
no,wapo_903439257,7/27/95,Golf Courses Through Their Veins,"To economists, GDP refers to gross domestic product, but to David Owen, GDPs are Golf-Dependent Personalities, a group to which he proudly belongs. GDPs will enjoy these two books.</br></br>I have a colleague at Smith College who is at least a borderline GDP. Once in a while, I play golf with him. When I don't play with him 1 might as well have, because without provocation he meticulously describes the lughlights of his game. 1 took a risk and invited him to dinner with the provision that no golf talk be uttered. He responded that of course he could not possibly sit through a whole dinner without discussing the game, but he thought lie would be able to refrain from putting in my living room.</br></br>Owen, a contributing editor of Golf Digest and a staff writer for the New Yorker, probably would not have been able to make even that commitment. He is a member of several country clubs, owns many sets of irons and woods, plays golf in the snow and indulges in practically every other golf-dependent ritual one might imagine, and still others one would never imagine. After playing the great courses of America, Owen writes that he never before could understand the appeal of a monastic life. But now he thought to himself: ""Oh, I get it. Monks feel about God the way I feel about golf. The two words are even almost spelled the same. I suddenly had a vision of a sort of ideal community of golfers: a golfing monastery, or golfastery.â€ù</br></br>Owen writes well and humorously. He writes trenchantly about the questionable moral leadership of the PGA Tour, and he writes exhaustively about all the shots he has hit on the worldâ€™s most famous courses. As a casual golfer, I care little about whether Ben Hogan and Sam Snead walked on the same fairways I am playing, and I care even less about the shots that Owen played on these fairways.</br></br>One recurrent theme in Owenâ€™s book is that his addiction to golf has created certain tensions in his marriage. He writes: ""If golf is, in part, a game of spouse-avoidance, should one wonder that spouses don't like it?"" Despite the appearance that Owen plays golf 80 percent of his waking hours, he repeatedly vents resentment that having a wife and family keeps him from the game, I kept asking myself how he keeps his marriage together. It would have been a true service to"
no,wapo_1030860103,4/27/96,Financial Creativity Counts When it's Time to Sell a House,"Q Our house has been on the market for some time, and even though interest rates are favorable, market conditions appear to be working against us. We have to sell and have heard about a concept called ""creative financing.â€ù Can you explain what this means and how it works?</br></br>A Although â€œcreative financingâ€ù probably started when the first homeowners sold their house, the modern concept began in the early 1980s, when interest rates throughout the United States skyrocketed. Lenders and sellers began looking for new kinds of mortgage financing, which would offer attractive incentives so that reluctant buyers would go forward with the sale.</br></br>From the lenderâ€™s perspective, one of the most creative loans was the adjustable-rate mortgage (ARM). Under such a transaction, the interest rate fluctuates at regular intervals, typically once a year. Although the most common ARM is the one-year transaction, there are many varieties on this, including six-month ARMs, three-year ARMs and five-year ARMs. With any ARM, the rate will be considerably lower than the rate for a 30-year, fixed-rate loan, although the longer the term of the adjustment on the ARM the higher the interest rate will be.</br></br>But this was not enough to entice buyers into the marketplace. Sellers also began to look for their own creative types of financing, and here are a number of ideas that may assist you in marketing your house. b Seller takes back first trust. Let us assume that your house is worth $250,000. If you have no mortgage on the property, you can take back all of the financing, and you in effect will be the bank.</br></br>Under no circumstances can I recommend that you make more than an 80 percent loan, and in our example, you should not lend more than $200,000. That means that your buyer will have to come up with $50,000, which may be a significant deterrent. However, if you were to lend the buyer as much as $230,000, for example, you run the risk that if your buyer becomes delinquent, and you have to foreclose, the house may have depreciated in value. This is a business, not a legal, decision that only you can make."
no,wapo_307409343,5/16/91,Montgomery Council Passes Austere $1.58 Billion Budget,"The Montgomery County Council adopted a $1.58 billion budget yesterday that members acknowledged will barely cover the cost of government, despite deep cuts in services and increases in various taxes and fees.</br></br>The budget vote came on the heels of a straw vote by council members tentatively approving a tax on new construction that developers say would be the first of its kind on the East Coast. County officials said the construction tax, to start in April, is needed to raise up to $22 million a year for roads and other public improvments.</br></br>Developers, however, strenously oppose the tax, alleging that it would discourage development by adding thousands of dollars to the cost of new houses and commercial projects.</br></br>""This will, absolutely, in this market, put builders out of business,"" said Robert L. Mitchell, president of C-I/Mitchell & Best Co., a home builder in Rockville. ""We are having a difficult enough time selling our houses because of the recession. It will have a profound affect on affordable housing in Montgomery.""</br></br>Council members said they will take final action on the construction tax proposal this summer. If adopted, it would impose a fee of $1 to $4 a square foot on almost all types of construction."
no,wapo_409559475,10/22/03,"Tuition Soars at Public Colleges; Costs Up 13% for the Year, 47% for the Decade, Study Says","Tuition costs at public colleges rose more rapidly last year than at any time over the past three decades, according to a report released yesterday. After adjusting for inflation, costs were up 13 percent for the year and 47 percent for the past decade.</br></br>The annual report by the College Board, which collects data from more than 4,000 institutions, said tuition and fees also rose substantially last year at private colleges and universities, but at a slower rate than in the public sector. If room and board costs are included, the average student now pays $26,854 a year to attend a private university, and $10,636 to attend a public university in his or her own state.</br></br>""College tuition and fees are getting out of control, and we need to do something about it,"" said Rep. Howard P. ""Buck"" McKeon (R- Calif.) who has proposed legislation that would penalize institutions that ""repeatedly engage in exorbitant tuition hikes.""</br></br>According to the College Board, the 13 percent real increase in tuition at public colleges last year was ""the highest in at least three decades."" It followed an inflation-adjusted increase of 8 percent the previous year, ""a growth rate that had not been seen for 20 years.""</br></br>The College Board survey suggests that the rise of tuition costs has been particularly rapid in mid-Atlantic and midwestern states, as universities scramble to plug deficits caused by declining state appropriations. The University of Maryland increased its prices by 21 percent last year and has proposed an 11 percent increase for next year. Costs at the University of Virginia are nearly 30 percent higher than they were last fall."
no,wapo_306993120,12/14/87,APPOINTMENTS,"The Computer and Business Equipment Manufacturers Association recently elected several new board members. Howard G. Figueroa, a vice president with International Business Machines Corp., was named chairman of the Washington-based organization. Albert E. Mullin Jr., a vice president of Digital Equipment Corp., was named vice chairman, and Donald E. Riley, a Xerox Corp. executive, will serve as chairman of CBEMA's plans and programs committee.</br></br>The Association of American Medical Colleges in Washington appointed Joan Hartman Moore to the newly created position of director of education.</br></br>The Washington-based National Association of Federal Credit Unions named Steven A. Skonberg director of legislative affairs and Lisa E. Lotter director of regulatory affairs.</br></br>Lucien Capone Jr. has been elected chairman of the Washington-based National Association for Uniformed Services.</br></br>Joseph R. Lagomarcino, Julie S. Miller and J. David Richardson have been promoted to group vice presidents in the corporate banking division of First American Bank of Washington."
no,wapo_142738746,12-11-1966,"Recession Coming Economist Says, Blames FRB Policy: Supply Contracts Money Is Key","A leading private economist said yesterday that the United States is â€œheaded straight for recession in the next two or three monthsâ€™â€™ and blamed the prospect squarely on the Federal Reserve Board.</br></br>.Milton Friedman. University of Chicago professor and economic adviser to Barry Goldwater in the 1964 presidential election, laid increasing softness in the economy to â€œthe incredibly inepr way"" in which the Fed has been handling the supply of money.</br></br>Just as the Reserve Board risked inflation by permitting the stock of currency and demand deposits in hanks to expand too rapidly last year, said Friedman, so it is now courting a slump by actually contracting the supply this year.</br></br>The money supply increased 4.7 per cent last year, almost all of the gain coming in the last six months. It rose 4.3 per cent the year before and 3.8 per cent in 1963.</br></br>By contrast, the money supply has increased an annual rate of only 1.3 per cent In the first 11 months of 1966. But this tells only part of the story: After a peak of S171.1 billion in currency and demand deposits in June, the supply has actually contracted to S169.2 billion since then."
no,wapo_142431912,03-03-1965,List Resumes Winning Way After Lapse: D-J Reconquers 900 Level,"NEW YORK, March 2 (AP)â€”The stock market overcame a tendency toward further profit taking and returned to the winning column today after a one-day lapse. Trading was active.</br></br>The rise came following yesterdayâ€™s interruption of a series of seven straight daily advances which took the Dow Jones industrial average once more above the 900 level.</br></br>Todayâ€™s gain recovered a good portion of yesterdayâ€™s decline. The Dow industrials rose 2.15 to 901.91. On average, the movements both days were small.</br></br>Exceptional strength developed in some of the airlines, some rails, electrical equipments and rubbers. The advance was irregular, with not much of a plurality of gainers over losers in the stock list. The rise was accomplished despite weakness in du Pont, off 2Vz, Eastman Kodak, off 1, American Telephone, off % and Sears, Roebuck, off %.</br></br>Gold minning stocks again made gains, spurred by reports of a shrinkage in U.S. gold holdings and further concern about the Nationâ€™s balance of payments in foreign exchange. Other nonferrous metals moved ahead moderately. The three top steelmakers, however, lost fractions."
no,wapo_408374275,3/23/98,Md. Lawmakers Weigh Pay Raises,"Emboldened by a strong economy, local and state lawmakers in Maryland have been setting aside money for extra school funding and other popular programs. They also are laying the groundwork for a less popular cause: politicians' pay raises.</br></br>The pay increases are set to go into effect after the November elections, when political analysts expect large numbers of incumbents to be returned to office. In some cases, the salary bumps are scheduled to exceed the projected 2.3 percent annual rate of inflation.</br></br>In recent weeks, the Howard and Anne Arundel county councils have approved raises for top elected officials, of 10 to 20 percent over the next four years. Bills to raise commissioners' pay in three Southern Maryland counties by as much as 20 percent are pending in the General Assembly. The Montgomery County Council, which along with the Prince George's County Council receives annual cost-of-living raises even during recessions, is mulling whether to appoint a salary review commission to examine pay scales further.</br></br>At the state level, lawmakers in Annapolis will not have to vote on legislation that would push their salaries to more than $30,000 a year for the first time. The bill will pass automatically unless members vote to reject it, meaning there would be no record of a vote for raises that could be used against lawmakers in November.</br></br>Lawmakers offer a range of explanations for the increases. In several jurisdictions, some say, local elected officials are trying to compensate for the lack of any raise for almost eight years. Others point out that serving in a part-time legislature makes it difficult for many members to pursue private business interests that could supplement the salaries."
no,wapo_409797737,04-06-2005,"Segregation Persists In Housing, Study Says","Racial segregation and discrimination in housing remain persistent problems in the United States, according to the National Fair Housing Alliance, an advocacy group. The alliance said yesterday that minority homeowners continue to be steered to minority-dominated neighborhoods where real estate does not appreciate as quickly as in majority white neighborhoods.</br></br>Housing discrimination complaints to state, federal and nonprofit agencies rose 8.6 percent in the past year, climbing to 27,319 in 2004 from 25,148 in 2003, according to the group.</br></br>""Some commentators say integration has failed,"" said Shanna L. Smith, president and chief executive of the Washington-based alliance. ""I say integration has yet to happen.""</br></br>Housing discrimination is also the focus of a spate of recent legislative initiatives concerning real estate lending practices that some say have hurt minority homeowners. Critics charge that while lenders once denied loans to minorities, they now reap large profits by pushing these borrowers into costly loans with high interest rates, prepayment penalties and big balloon payments, leaving people heavily burdened with debt. Bankers say that higher interest rates compensate for the risk of lending to people who have bad credit.</br></br>New mortgage lending figures released this week are expected to clarify whether there are discrepancies between the loan rates being offered to white and to minority home buyers. The federally required information is being released institution by institution, making comprehensive comparisons difficult until September, when federal regulators will release an annual aggregate report. The data will not, however, include credit score information, which many observers view as key in interpreting the statistics."
no,wapo_147502583,4/20/82,High Interest Rates Also Blamed: Armco Profits Drop 75 Percent,"Armco Inc., a diversified metals and resources concern, said yesterday its first-quarter profits fell To percent from a year earlier, mainly because of the recession.</br></br>Armco. 51st largest l/.S. firm in sales, according to the L981 Fortune 500 list, said profits fell to $17.7 million (26 cents a share) from $69.7 million ($1.21) a year earlier. Sales edged up to $1.65 billion from $1.60 billion.</br></br>Besides the recession. Armen attributed its results to high interest rates, the oil glut and a substantial increase in imports of steel products, including carbon steels stainless steels and oil-country tubular goods.</br></br>EARN, From D6 BankAmerica Corp.reported yesterday that earnings before securities transactions rose 3.4 percent from the year-ago period, while Chase Manhattan Corp. reported a jump of 58percent in the- first three months of 1982.</br></br>BankAmerica, San Francisco-based' holding company for the nationâ€™s largest bank, earned $115.7 million (78 cents) before securities transactions, compared with earnings of $111.8 million (76 cents) a year ago.	,	'"
