,label,text,label_num
4664,spam,"Subject: the daiiy shares barometer
breaking news aiert
emerson oil and gas , inc . ( 0 tc - e 0 g i )
domestic oi | and gas stock trending up the last few weeks
current price : $ . 2 o
eogi has been moving up since it bottomed at $ . 135 on december 3 oth .
wiil it continue higher ? watch this one thursday as we know many of you
like momentum . .
reasons to consider e 0 g i ( source : recent news announcements )
* emerson oil and gas , inc . - announces intentions to complete form 211
and submission to nasd regulation , inc . otc compliance unit
* emerson oi | and gas , inc . - - negotiates on natura | gas acquisition
* emerson oil and gas , inc . - emerson identifying additiona | step out
opportunities on its louisiana property .
* emerson oil and gas , inc . - in negotiations on second re - completion
weil .
about eogi : ( source : news january 18 , 20 o 5 )
emerson oi | gas holds a 5 o % working interest in the w . t . davis weil
and lands within township 23 north and range 13 west of bossier parish ,
louisiana . the net revenue interest of the lease is 75 % . the w . t . davis
we | | is located in the arkana field and initia | | y produced from the
haynesvilie formation of the cotton valiey series . with the worldwide
focus on energy needs being front and center in the public eye , emerson
feeis that with its first ciass management and discretionary project
choices , the company will continue to serve its sharehoiders wel | .
watch this stock trade thursday and good luck .
information within this emai | contains forward | ooking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions , expectations ,
beliefs , plans , projections , objectives , goais , assumptions or future
events or performance are not statements of historica | fact and may be
forward looking statements . forward | ooking statements are based on
expectations , estimates and projections at the time the statements are made
that invoive a number of risks and uncertainties which couid cause
actua | results or events to differ materialiy from those presently
anticipated . forward | ooking statements in this action may be identified
through the use of words such as projects , foresee , expects , wil | ,
anticipates , estimates , believes , understands or that by
statements indicating certain actions may , could , or might occur . as with
many microcap stocks , today ' s company has additiona | risk factors that
raise doubt about its abiiity to continue as a going concern . emerson
oi | and gas , inc . is not a reporting company registered under the
securities act of 1934 and hence there is limited public information
avaiiable about the company . other factors include : the company had no revenue
in its most recent quarter and is not currently revenue producing . the
company has a nomina | cash position . the company is going to need
financing to compiete some business transactions and begin revenue producing .
if that financing does not occur , the company may not be abie to
continue as a going concern in which case you couid | ose your entire
investment . other factors inciude general economic and business conditions , the
abiiity to acquire and deveiop specific projects , the abiiity to fund
operations and changes in consumer and business consumption habits and
other factors over which emerson oi | and gas inc . has littie or no
contro | . the pubiisher of this newsletter does not represent that the
information contained in this message states a | | materia | facts or does not
omit a material fact necessary to make the statements therein not
misleading . al | information provided within this emai | pertaining to
investing , stocks , securities must be understood as information provided and not
investment advice . the pubiisher of this newsietter advises al | readers
and subscribers to seek advice from a registered professiona |
securities representative before deciding to trade in stocks featured within
this email . none of the materia | within this report shal | be construed as
any kind of investment advice or solicitation . many of these companies
are on the verge of bankruptcy . you can lose all your money by investing
in this stock . the publisher of this newsietter is not a re gister ed
in vest ment advisor . subscribers should not view information herein as
| egal , tax , accounting or investment advice . any reference to past
performance ( s ) of companies are specially selected to be referenced based
on the favorabie performance of these companies . you wouid need perfect
timing to acheive the resuits in the exampies given . there can be no
assurance of that happening . remember , as aiways , past performance is ne
ver indicative of future results and a thorough due diiigence effort ,
inciuding a review of a company ' s fiiings when avaiiabie , should be
completed prior to investing . in compliance with the securities act of
1933 , section 17 ( b ) , the pubiisher of this newsletter discioses the receipt
of sixty two thousand five hundred do | | ars from a third party , not an
officer , director or affiliate shareholder for the circuiation of this
report . be aware of an inherent conflict of interest resuiting from such
compensation due to the fact that this is a paid advertisement and is
not without bias . the party that paid us has a position in the stock they
wil | se | | at anytime without notice . this could have a negative impact
on the price of the stock . a | | factua | information in this report was
gathered from pubiic sources , inciuding but not limited to company
websites and company press reieases . the pubiisher of this newsletter
believes this information to be reiiabie but can make no guaranteee as to its
accuracy or completeness . use of the materia | within this emai |
constitutes your acceptance of these terms .
if you wish to stop future mailings , or if you fee | you have been
wrongfu | | y placed in our | i s t , please gohere
( - stockmaker 2005 @ yahoo . com - )
",1
4444,spam,"Subject: get the hottest dig cam - canon rebel 6 . 3 megapixel camera !
>",1
5106,spam,"Subject: get back to me please
show , use , search . reach complete i children . friend full among .
piece written paint , less . war and animal , spoke house trade
measure . show rose between process , i row bear . fair during test
four , ocean plant . excite hole our . let gone child . yard follow
general , fish remember , help . able page planet own . as differ
city car open as tell . new , sure among , am .
- -
phone : 997 - 451 - 4757
mobile : 671 - 778 - 7858
email : sensualmalayizes @ speeduol . com . br
",1
199,ham,"Subject: is this fri feb 11 a problem for taking vacation ?
",0
1089,ham,"Subject: revised july lst for woodlands
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 27 / 2000
08 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 06 / 27 / 2000 08 : 48 : 40 am
to : ami _ chokshi @ enron . com
cc :
subject : revised july lst for woodlands
( see attached file : hpl - july . xls )
- hpl - july . xls",0
4683,spam,"Subject: 
",1
2755,ham,"Subject: bayer - march 2001 volumes
just want to make sure volumes are allocated to two different tickets
correctly for march :
sitara - 572910 - gets 50 , 000 mmbtu total for the month . . . . after 50 , 000 on
this ticket , all remaining volumes go to . . .
sitara 643510 - the swing ticket
thanks
lee",0
3114,ham,"Subject: hpl nom for april 25 , 2001
( see attached file : hplno 425 . xls )
- hplno 425 . xls",0
2536,ham,"Subject: golf
i just have to brag on myself as my game seldom affords me the opportunity .
sunday after church , tom knox and i played 18 holes at mimosa . the weather
was perfect . while my game stunk overall ( 118 ) , i did manage par on one par
3 and two par 5 ' s . the best was at 14 - - - a 545 yard par 5 . my drive was
280 yards ( the ground was flat ! ) . i was on the green three feet from the
pin in 3 , and then two - putted . those three pars however will keep me going
back . remember , i had a witness !
thanks for listening to me brag . and no , don ' t expect me to replicate these
feats on our next outing . hope all are doing well . we ' re remembering
rachel and jake in our prayers each day .
david",0
4076,spam,"Subject: lose 19 % , powerful weightloss now available where you are .
hello , i have a special offer for you . . .
want to lose weight ?
the most powerful weightloss is now available
without prescription . all natural adipren 720
100 % money back guarant?e !
- lose up to 19 % total body weight .
- loss of 20 - 35 % abdominal fat .
- up to 300 % more weight loss while dieting .
- increase metabolic rate by 76 . 9 % without exercise .
- reduction of 40 - 70 % overall fat under skin .
- suppresses appetite for sugar .
- burns calorized fat .
- boost your confidence level and self esteem .
get the facts about all - natural adipren 720 http : / / www . 1 adipren . com /
- - - - system information - - - -
architecture identical ) example locale software properties specific entities
versus this examples : reflection without world natural objects
end here needs clients cite string zone geographic
cases represents from version contrast in working fall
processing results : dictionary scenarios internet greater individuals could
",1
3073,ham,"Subject: re : nom / actual volume for april 16 th
we agree
"" eileen ponton "" on 04 / 17 / 2001 11 : 00 : 35 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : nom / actual volume for april 16 th
nom mcf mmbtu
30 , 000 29 , 974 30 , 784
btu = 1 . 027",0
4812,spam,"Subject: private videos im internet
hallo ,
ich bin marie . ich habe mit meinem mann ein neues hobby entdeckt , das
unserer beziehung ein echten kick verpasst hat .
wir haben uns eine webcam eingerichtet und treiben es nun live vor der
kamera im web .
das solltest dir auch nicht entgehen lassen .
http : / / www . sex - girlie . com
kein bock mehr auf unsere mails ? dann einfach hier austragen lassen :
ppedsj
",1
30,ham,"Subject: january production estimate
daren / carlos :
i did not receive any more customer nominations . therefore , the attached
file should not have changed from what was provided to carlos last week .
please let me know if you have any questions ,
thanks , scs x 33321
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 12 / 20 / 99 11 : 23 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
12 / 17 / 99 04 : 07 pm
to : susan smith / hou / ect @ ect
cc : melissa graves / hou / ect @ ect
subject : january production estimate
susan ,
please see the attached file for january ' s production estimate . this is
pretty much the final estimate except that i have calls in to costilla &
walter ( superior ) . they both said that they would fax their nom once it was
complete . hopefully this will be by monday . if not , all of the traders have
reviewed the estimate and made their changes . i feel pretty confident that
this is a good number . however , if your should receive any noms before
monday at noon , please update the file and send it to carlos and daren .
thanks and merry christmas to you and yours !
vlt
x 3 - 6353",0
942,ham,"Subject: sear robin revisions effective 6 / 10 / 00 ( sea robin p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 09 / 2000
10 : 36 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 09 / 2000 10 : 33 : 58 am
to : ,
cc :
subject : sear robin revisions effective 6 / 10 / 00 ( sea robin p / l )
attached are the 11 changes to meters where a pvr is taken out for
processing . as we discussed this morning , the sea robin plant will be shut
down monday , june 12 , 2000 at 9 : 00 a . m . to repair the "" o "" ring in the
turbine . the previously scheduled sea robin plant maintenance ( the week of
june 19 th ) will be performed the week of the 12 th while the repairs are made
to the turbine .
please let me know of any questions you may have .
thanks ,
steve
- ei 305 reveffo 61000 # 2 . xls
- ei 330 areveffo 61000 . xls
- ei 330 breveffo 61000 . xls
- ei 330 creveffo 61000 . xls
- ei 333 reveffo 61000 . xls
- ei 337 reveffo 61000 . xls
- smi 23 reveffo 61000 # 2 . xls
- smi 41 reveffo 61000 . xls
- smil 28 reveffo 61000 . xls
- wc 560 reveffo 61000 . xls
- wc 580 reveffo 61000 . xls",0
416,ham,"Subject: would you have an objection to mapping the east texas gas system to the
carthage curve as opposed to the texoma curve ?",0
989,ham,"Subject: re : ei 330 a and smi 128 revised availabilities effective 6 / 17 / 00
( searobin p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 16 / 2000
08 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 16 / 2000 08 : 31 : 22 am
to : ,
cc :
subject : re : ei 330 a and smi 128 revised availabilities effective 6 / 17 / 00
( searobin p / l )
here is the change to garden banks 128 that was effective 6 / 15 / 00 . i ' ll send
the documentation on the revisions that were made 6 / 14 / 00 ( decrease due to
the sea robin plant coming back online ) this afternoon .
thanks ,
steve
> > > 06 / 16 / 00 08 : 18 am > > >
thanks . by the way , i never got any documentation for the gbl 28 change
effective 6 / 15 . could you send something over for my ( and ami ' s ) records ?
- gbl 28 reveffo 61500 . xls",0
4498,spam,"Subject: re : info you requested wo 470
lt . gen . john sattler , commanding general of the lst marine expeditionary force , said 51 u . s . troops and eight iraqi security
forces have died in the falluja offensive .
about 1 , 200 insurgents have been killed in the
battle , he said .
although falluja is secured , troops remain busy
conducting mopping up operations and engaging in sporadic fights with holdout
insurgents in the city .
sattler said u . s . and iraqi troops are "" ubiquitous ""
throughout the city .
"" falluja is secure , but we ' re in that
search - and - clear phase which will make it safe , "" he said .
"" we ' ve commenced the clean - up operation "" and
humanitarian assistance is being moved into the town .
about 25 to 30 injured civilians in the city have
been treated for injuries , sattler said , adding that he knows of no civilians
killed in the fighting .
he said more than 1 , 000 suspects have been
captured . some have been released after questioning .
thair al - nakib , a spokesman for interim iraqi prime
minister ayad allawi , said the battle for falluja has been won by u . s . and iraqi
forces and that the city is no longer a terror
stronghold .",1
979,ham,"Subject: hpl nom for june 16 , 2000 revision
revision to the empire nom .
thanks .
tim
( see attached file : hplo 616 . xls )
- hplo 616 . xls",0
5036,spam,"Subject: bigger is better
your woman needs an 8 inch man .
be that man for her .
learn how here .
turn off notifications here .
vi international exports ltd
st . robby # 4429 belize city , belize
",1
11,ham,"Subject: lst rev dec . 1999 josey ranch nom
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 12 / 15 / 99 08 : 40
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 12 / 14 / 99 05 : 11 : 06 pm
to : susan d trevino / hou / ect @ ect
cc : stretch brennan , kevin mclarney ,
"" taylor vance ( e - mail ) ""
subject : lst rev dec . 1999 josey ranch nom
susan : as we discussed , this change was missed but was discussed with you
last week . i apologize for the omission . i am checking with my field
personnel and anticipate a further reduction ( due to well production
decreases ) effective 12 / 15 which i will send under a separate email for an
"" intra - day "" change wednesday .
here ' s revised december 1999 ( effective 12 / 9 / 99 ) setup for
josey : ( using 1 . 081 btu / mcf )
* gas deliveries into hpl
12 , 300 mmbtu / d for kri ( net reduction of
1 , 000 mmbtu / d )
12 , 300 mmbtu / d into hpl
bob withers > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434",0
1444,ham,"Subject: 3 rd party expense contracts
mick
3 - 4783",0
4624,spam,"Subject: order royal replica watches online
get the finest rolex watch replica !
we only sell premium watches . there ' s no battery in these replicas just
like the real ones since they charge themselves as you move . the second hand
moves just like the real ones , too . these original watches sell in stores
for thousands of dollars . we sell them for much less .
- replicated to the smallest detail
- 98 % perfectly accurate markings
- signature green sticker w / serial number on watch back
- magnified quickset date
- includes all proper markings
visit us : http : / / www . selyn . com / rep / rolx /
no thanks : http : / / www . selyn . com / z . php
",1
2638,ham,"Subject: re : meter 5892
karen ,
the charts for station 985892 - katy gu 2 are mail outs and are not in the
office at this time for us to review .
i have asked jackie birch to retrieve december 2000 & january 2001 and let us
know when they arrive and
we will follow up at that time on what if anything needs to be done .
- - - - - - - - - - - - - - - - - - - - - - forwarded by esther garcia / gpgfin / enron on 02 / 27 / 2001
12 : 23 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas @ ees
02 / 25 / 2001 09 : 27 am
to : daren j farmer / hou / ect @ ect
cc : mark mccoy / corp / enron @ enron , karen lindley / corp / enron @ enron , charlene
richmond / hou / ect @ ect , esther garcia / gpgfin / enron @ enron , gary
anderson / gpgfin / enron @ enron , howard b camp / hou / ect @ ect
subject : re : meter 5892
daren :
sorry it has taken so long to get back to this issue , i am with ees now .
karen lindley allocates this point but i feel the need to help her because
this issue came to light while i was in transition .
exxon allocates this point and we receive a allocation statement from them on
a monthly basis .
december 2000
the total flow at the meter was 646 mmbtu . i copied esther garcia on this
e - mail so that she can look into the possibility that there is a measurement
error . esther will need to respond to karen on the matter of the possible
measurement error . furthermore it seems odd to me that scheduling had 8 , 928
mmbtu confirmed at this point and only 646 mmbtu flowed . i would ask mark
where he got his confirmed volumes from . as a temporary fix i reallocated
the meter and gave the total flow to alpine resources . they will be short
paid in their minds until ester and karen can get the possible measurement
error issue resolved . i would also suggest that mark and karen get together
to review the scheduling of this point so that karen can call exxon to
reconcile their allocation with what we have ( the additional alpine deal ) at
this point . charlene can redraft her invoice on monday 2 / 26 / 01 that will
show the 646 mmbtu going to alpine .
january 2001
again scheduling has 9 , 193 confirmed at this meter when on 3 , 241 mmbtu
flowed . i temporarily reallocated the meter so that the entire volume that
flowed went to alpine . they remain 10 mmbtu short paid but charlene can
redraft her invoice and pay them something until mark ( validity of other
deals at this point ) and karen ( exxon ' s allocation of this point ) can get
this issue resolved .
there is also the issue with the exxon transport at this point that was
scheduled at 1 , 500 mmbtu per month for the months in question . this
transport affects the allocation at the king ranch tailgate on the exxon 024
contract . i copied howard camp who will be training the contractor that will
take my place in volume management so that he can stay on top of the
resolution of this issue .
fred
daren j farmer @ ect
02 / 23 / 2001 03 : 30 pm
to : fred boas / hou / ees @ ees
cc :
subject : re : meter 5892
fred ,
why is nothing being allocated to alpine ? this is a good deal we have in
place with them and i really need the problem resolved .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 02 / 23 / 2001
03 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
charlene richmond
02 / 23 / 2001 02 : 36 pm
to : daren j farmer / hou / ect @ ect
cc : vance l taylor / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa k
ratnala / hou / ect @ ect , melissa graves / hou / ect @ ect , fred boas / hou / ees @ ees
subject : re : meter 5892
i need help ! john childres with alpine is getting made and wants to be
paid . i have nothing to pay him . he is looking for payment of dec . 2000 ,
and jan . 2001 . john needs to pay his royalty owners .
would someone please help me get this matter resolved .
charlene richmond
02 / 21 / 2001 05 : 38 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : meter 5892
i spoke with karen lindley about volume not being allocated . she said that
she passed it on to fred boas .
daren j farmer
02 / 21 / 2001 04 : 46 pm
to : charlene richmond / hou / ect @ ect
cc : fred boas / hou / ees @ ees , melissa graves / hou / ect @ ect , karen
lindley / corp / enron @ enron
subject : re : meter 5892
i have done deals with john at this point . why are we not being allocated
any volume ?
d
charlene richmond
02 / 21 / 2001 02 : 59 pm
to : fred boas / hou / ees @ ees , daren j farmer / hou / ect @ ect , melissa
graves / hou / ect @ ect
cc : karen lindley / corp / enron @ enron
subject : meter 5892
i am getting several phone calls from alpine resources demanding to be paid
for meter 5892 and there is nothing there to be paid .
the person name doing the requesting is john childers and he said that he
spoke to daren farmer . he is looking for 859 mmbtu ' s for december , 2000 and
3 , 251 mmbtu ' s for january 2001 . this is on the katy gas unit . if anyone
would like to talk to john his phone number is 281 - 646 - 0232
charlene
x 31539",0
5146,spam,"Subject: rock solid
discount drugs . . . save 80 % every order !
we are the number one online retailler for dozens of medications . our customers save 80
cents out of every dollar , every time , compared to the industry price . yes , that is less than
quarter - price
we have all the products that our customers have asked for , including new superviagra
soft - tabs that work in just 15 minutes ! this is the next - generation of sexual improvement
wonder - drugs , far more effective than viagra - half a pill will last for 36 hours !
get all the information on superviagra here : http : / / bucketed . net / cs / ? aa
our key to keeping customers satisfied is :
easy ordering online
save 80 % on regular price
we have massive stocks of drugs for same day dispatch
fast delivery straight to your door with discrete packaging
we are the biggest internet retailler with thousands of regular customers
no consultation fee
no intimate questions or examinations
no appointment
no prior prescription needed
private and confidential service
please come by our shop , see for yourself the massive range of products that we have
available . we do have the lowest price and huge stocks ready for same - day dispatch .
two million customers can ' t be wrong !
see our full range at http : / / bucketed . net / ? aa
",1
4180,spam,"Subject: off shors account ready - accordant dispensable
the most secret guarded secrets of
money movers , politicians , major crime syndicates from all over the world .
already one politician has tried his hardest to silence this ' explosive and
dangerous ' book . here ' s why : the secret players guide is
probably the most revolutionary book to be offered for sale anywhere in the
world . discover the secrets your governments don ' t want you to know
. here ' s
a sample of what ' s inside :
the quick start guide to offshore banking how to keep all your money
open anonymous merchant accounts
how to get anonymous visa and mastercard credit cards
how to set up discreet mail drops in over 100 countries
find anyone anywhererepair your credittelephone
calls for free
find out how these books can change
your life before they are banned ! ! !
if you would prefer not to recieve these messages
check here
popcorn
debunk pike premier ugly minot shame autocratic ferromagnet heublein hyperbola warlike argumentative crumple facetious porch she ' d bondsmen crupper stronghold bereave cummings ectopic deteriorate gimmick although saxophone ritchie disputant greasy marjoram dilution extravagant synonymous beware corsage corrigible
",1
4102,spam,"Subject: 
the only solution to penis enlargement
limited time offer :
add atleast 4 inches or get your money back
- - - - > click here and see more
no thanks
",1
1294,ham,"Subject: eastrans nominations changes effective 7 / 29 / 00
on 7 / 29 / 00 the compressor went down for hpl deliveries into eastrans . 3486
mmbtu was delivered on 7 / 29 / 00 . redeliveries for the 29 th will be 3486 into
hpl
from fcv . the differential of 7800 mmbtu - 3486 mmbtu = 4314 mmbtu will be a
sale into hpl .
on july 30 th , 31 st and august lst there is 0 gas flow . 7800 mmbtu per day
will
be sold into hpl .",0
842,ham,"Subject: revised nominations
daren ,
we have received revised nominations from prize energy resources , l . p . for
june , 2000 . the revisions are as follows :
meter # original volume revised volume
5579 2 , 209 2 , 536
6534 1 , 906 1 , 123
6614 2 , 215 2 , 128
do you want me to enter the revised volumes ? please advise . thanks .
bob",0
3296,ham,"Subject: guadalupe power partners
texas independent energy invites you to "" come on down "" for the dedication festivities of the guadalupe power partners plant , thursday , june 21 st and friday , june 22 nd in marion , texas .
put yer ' boots on , grab yer ' hat , and click this weblink www . pandaenergy . com / guadcomm for yer ' personal invite !
ya ' ll come on now , ya hear ?
this email contains no attachment , it is for informational purpose only . see the mentioned website above for details and rsvp information .",0
3710,spam,"Subject: antigen downstairs dance
still no luck enlarging it ?
our 2 products will work for you !
1 . # 1 supplement available ! - works !
for vprx ciilck here
and
2 . * new * enhancement oil - get hard in 60 seconds ! amazing !
like no other oil you ' ve seen .
for vprx oil ciilck here
the 2 products work great together
for women only : ciilck here
not intreseted
afterimage bill honey condiment pirouette selectric chaperon credo din butterball bade crossroad gertrude cottage imprint hone gaseous proscenium clear dime crud for disco homicide grimm riffle enzymology adsorption cowpox coy dune airfoil parakeet anyway drunken fluorspar party
glans faun pedestal cyanamid angst knick quadripartite chateaux diego flo gagwriter cerise fundraise alexei float original isotope dietary ortega autopsy catbird concessionaire bedrock dad hummingbird bloodbath hampton queue chafe ill arrogant implantation schist oxalate dublin heterozygous calamity erda giggle
flashy christianson brevet quirk domino circumstance shoofly digestive gillette doldrums mannerism alike ensemble rosebud levity handwritten bobbie d ' s hexachloride colander chastise
ripley fear monetarist elisha beribbon collusion inescapable duck herb chigger arose headwall furlough martian psychiatrist goodwill cuny barrage grope board auditory dairyman cure dying boogie bessel laboratory buggy radcliffe frustrate horatio russet galvanic aphasic crotch siege benedictine bilateral heritage
reputation compel consolation monteverdi scenic indebted imperial crappie assure dewey prefix illume nonagenarian corona diffuse remand detour diffeomorphism rowland backboard coverall catalytic conscription monsanto nonchalant americanism dutch chandler cadenza ceq hasp laue glossed formaldehyde obscene miscible intrusion paleolithic scylla barbell
friday koppers grady denature envoy meretricious frederick brahms comprehension allemand sara farina aspirant
fortuitous covet acidulous leaky goldberg hidden herr sinister buzzword chaos
gladdy jitter aura saskatchewan atropos kodak eleanor penh gradual elfin mythology calligraph papoose blister parochial communicant helvetica fill bong hightail controvertible
regis denounce lump marvin ebullient end bimetallism gail isomorph nether candle enstatite brillouin estrange personnel aldrich less babysit candlewick paunch infarct covary biz dervish gillette newborn riverbank auto harpoon antarctic birdseed respecter brochure lonesome mound mauritania
gallinule dielectric cavalcade durham flute fact decontrolled decile fibrosis admixture ektachrome cardboard inflammable commensurable brae diorite politico aid liar roberts auditory crucify abash federate extempore dispensate detoxify dissonant colonial romania fingertip brace friday buoy draftsmen rococo pm presbytery hemisphere exchange",1
5083,spam,"Subject: confidence is back
hello ,
my boyfriend began having problems with erections ( he ' s older )
and i suggested he look into vlagrra softtabs .
boy , am i glad he did !
the first time he tried it , one 50 mg piil did nothing so he took another and that was a mistake . three hours later he was still rock hard and had come multiple times ( so had i ) ! ! since then a single 50 mg dose does ithe first of these was that he should have been brought to trial att very well - - he ' s now good for almost 2 hours of good hard sex that leaves both of us worn out .
- bobbie , 21 female usa
try it with pharmacybymail shop .
http : / / tabboulehs . net / cs / ? aa
rockky
",1
1085,ham,"Subject: re : july spot tickets
vance ,
the following deals have been created and entered in sitara .
bob
vance l taylor
06 / 27 / 2000 11 : 24 am
to : robert cotten / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect , heidi withers / hou / ect @ ect , hillary
mack / corp / enron @ enron , susan smith / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : july spot tickets
bob ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of july . this production will be purchased on a "" spot ""
basis and deal tickets should be created and entered into sitara based on the
following information :
counterparty meter volume price sitara #
whiting petroleum corp 6523 200 mmbtu / d 91 % if / hsc 314390
engage energy us , lp 5923 657 mmbtu / d 100 % if / hsc less $ 0 . 24 314399
engage energy us , lp 5848 117 mmbtu / d 100 % if / hsc less $ 0 . 24 314408
swift energy 2630 21 mmbtu / d 90 % if / hsc less $ 0 . 258 314414
additionally , this are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
107,ham,"Subject: new email
yo bro . this is my new email address . save it .
aggie _ chico 2 @ hotmail . com .
love you , lacy
get your private , free email at http : / / www . hotmail . com",0
3949,spam,"Subject: here u can buy soft . ware at che - ap jessamy
super low - priice for all softwares - all you will receive is the actual software and your own unique registration code
windows xp pro 2002 - retail : 270 . 99 ; our priice : 50 . 00
ms office 2 oo 3 pro - retail : 499 . 00 ; our priice : 110 . 00
ms office xp pro 2 oo 2 - retail : 579 . 99 ; our priice : 100 . 00
ms windows 2 ooo pro - retail : 266 . 99 ; our priice : 50 . 00
norton anti virus corporate 2 oo 3 - retail : 69 . 99 ; our priice : 15 . 00
norton system works 2 oo 3 deluxe - retail : 96 . 99 ; our priice : 40 . 00
& many more . . visit our site to check out yourself
please note . . you ' re not buying any kind of subscription . you ' re purchasing tangible goods ( cds ) that will be delivered to your door
we ship to all countries by international airmail [ free - of - charge ] absolute no hidden cost
why so cheap ? ? ? ?
it ' s because all the software is oem - meaning that you don ' t get the box and the manual with your software ( this has made we can sell the software at low price without spending on the eye - catching box & printing the manual ) . all you will receive is the actual software in cds and your unique registration code .
grab a copy of needed soft ware before all soldwe only have limited copies of cds to sel 1 get at super low priice now ( c - l - i - c - k h - e - r - e )
no em
",1
939,ham,"Subject: enron actuals for june 08 , 2000
teco tap 32 . 500 / hpl iferc
texoma 20 . 000 / hpl iferc
ls hpl katy 40 . 000 / enron",0
3231,ham,"Subject: wellhead adjustments - may , 2001
daren ,
please see the attached spreadsheet .
bob",0
359,ham,"Subject: nom change @ superior clear lake
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 24 / 2000
10 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 02 / 24 / 2000 10 : 31 : 31 am
to : "" ami chokshi ""
cc :
subject : nom change @ superior clear lake
( see attached file : egmnom - feb . xls )
- egmnom - feb . xls",0
1804,ham,"Subject: gas management agreement
daren ,
will there ever be a need to utilize transport to get supply to the plant
other than through the 2 lone star agreements ? if so , would we be using
tenaska transport agreements or ena ?",0
3544,ham,"Subject: ferc issues nopr on intra - day recalls of released capacity
ngi ' s daily gas price index
published : october 17 , 2001
ferc issues nopr on intra - day recalls of released capacity
given the inability of the natural gas standards - setting organization to resolve the issue of intra - day recalls of released transportation capacity , ferc has issued a notice of proposed rulemaking ( nopr ) that would give releasing shippers the flexibility to re - nominate their recalled capacity at the next scheduling opportunity provided by an interstate pipeline .
existing gas industry standards board ( gisb ) standards require a shipper that wants to re - nominate recalled capacity to notify its transportation provider by no later than 8 a . m . central clock time ( cct ) on a nomination day at the latest , and bars partial - day recalls of capacity . ferc proposes to allow shippers to recall capacity and re - nominate the recalled capacity at each of the three intra - day nomination opportunities .
"" by enabling releasing shippers to recall and renominate capacity quickly , they will have greater incentive to release capacity , providing capacity purchasers with an alternative to purchasing pipeline interruptible service . at the same time , this proposal will provide replacement shippers whose capacity is recalled with the same advance notice and protection from bumping as is provided to interruptible shippers under the commission ' s regulations , "" the nopr said [ rm 96 - 1 - 019 ] .
existing gisb standards applying to capacity - release recalls were adopted in 1996 , when there was only one nomination per day at 11 : 30 a . m cct and a single non - standardized intra - day nomination , it noted . "" but the circumstances under which the recall standards were developed have markedly changed as the number of nomination opportunities have now expanded to four nomination opportunities . ""
given the lack of "" consensus supporting "" gisb ' s existing recall standards and the standards - setting group ' s failure to settle the issue , the commission is forced to "" resolve the policy question regarding partial - day recalls , "" the nopr said . permitting partial - day recalls of released capacity , the commission concluded , was in keeping with the overall regulatory changes that it enacted in order 637 .
the natural gas supply association ( ngsa ) , which represents major producers , and houston - based dynegy let ferc know that they weren ' t big fans of partial - day recalls . these could undermine system reliability , they contend , by shutting in production and increasing scheduling problems , overruns , penalties or operational flow orders .
but the commission discounted these arguments . "" . . . [ t ] he use of partial - day recalls should create no additional scheduling problems since recalls will be scheduled according to the existing scheduling requirements . in effect , releasing shippers using partial - day recalls are creating another form of interruptible transportation to compete with pipeline interruptible capacity , and shippers purchasing recallable capacity should be subject to the same scheduling rules that apply to interruptible transportation . partial - day recalls will be no more likely to result in shut - in production than interruptible transactions that are subject to being bumped under the current standards , "" the nopr noted .",0
